0.606	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.600	0.214	0.100	0.633	0.500	0.100	0.100	0.367	0.500	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.718	0.580	0.233	0.100	0.100	0.100	0.500	0.100	0.500	0.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.700	0.600	0.557	0.500	0.633	0.100	0.500	0.500	0.100	0.300	0.300	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.900	0.500	0.100	0.100	0.100	0.100	0.900	0.900	0.633	0.633	
0.718	0.420	0.500	0.500	0.100	0.633	0.500	0.100	0.500	0.367	0.100	0.420	0.900	0.900	0.900	0.900	0.900	0.100	0.500	0.367	0.500	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.801	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.400	0.214	0.500	0.367	0.500	0.100	0.500	0.367	0.300	0.900	0.420	0.000	0.000	0.100	0.100	0.500	0.900	0.633	0.900	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.645	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.700	0.557	0.100	0.367	0.100	0.100	0.500	0.100	0.500	0.300	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.195	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.900	0.200	0.100	0.100	0.367	0.100	0.900	0.900	0.100	0.100	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.695	0.420	0.500	0.633	0.100	0.633	0.500	0.100	0.500	0.367	0.100	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.900	0.900	0.900	0.900	0.900	0.100	0.500	0.367	0.500	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.533	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.500	0.443	0.100	0.367	0.100	0.100	0.500	0.100	0.500	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.709	0.420	0.633	0.233	0.900	0.633	0.500	0.100	0.500	0.367	0.500	0.740	0.633	0.100	0.100	0.100	0.100	0.500	0.900	0.633	0.900	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.811	0.580	0.233	0.100	0.100	0.100	0.500	0.100	0.500	0.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.300	0.500	0.557	0.100	0.100	0.100	0.100	0.500	0.100	0.100	0.900	0.420	0.000	0.000	0.100	0.100	0.500	0.900	0.633	0.900	0.700	0.300	0.100	0.100	0.100	0.900	0.100	0.500	0.900	0.100	
0.709	0.580	0.233	0.100	0.100	0.100	0.500	0.100	0.500	0.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.400	0.329	0.500	0.367	0.500	0.100	0.500	0.367	0.300	0.300	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.900	0.500	0.100	0.100	0.100	0.100	0.900	0.900	0.633	0.633	
0.463	0.420	0.767	0.233	0.500	0.900	0.100	0.100	0.500	0.100	0.900	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.796	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.500	0.214	0.900	0.633	0.500	0.100	0.500	0.367	0.300	0.900	0.420	0.000	0.000	0.100	0.100	0.500	0.900	0.633	0.900	0.300	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	
0.631	0.260	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.100	0.500	0.700	0.214	0.500	0.367	0.500	0.100	0.500	0.367	0.900	0.300	0.100	0.000	0.000	0.100	0.100	0.100	0.100	0.100	0.100	0.900	0.500	0.100	0.100	0.100	0.100	0.900	0.900	0.633	0.633	
